No,University Name,Country,Location,World Ranking,Field of Study,Program Name,Mode of Study,Duration,Tuition Fees,Scholarships/Financial Aid,GPA,Grade Requirements,Standardized Tests (Processed),Language Requirements,Other Requirements,Source URL,Raw Text Snippet,Last Crawled Date,Standardized Language Requirements,English_Proficiency_Rating
163,National University of Singapore,Singapore,Singapore,QS #8,Engineering,Computer Engineering (B.Eng),Campus,4 years,Subsidised & international cohort fee ranges (Registrar list).,Yes (engineering scholarships & faculty awards).,3,; strong maths & physics background advised,No,English proficiency (IELTS/TOEFL) for international candidates.,Accredited engineering curriculum with capstone projects.,https://www.nus.edu.sg/,“NUS offers scholarships and publishes tuition schedules.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
164,Nanyang Technological University,Singapore,Singapore,QS #11,IT,BSc / BCompSc Computer Science (College of Computing / SCSE),Campus,3–4 years,"Subsidised (local) approx SGD ~8,000–9,500/yr; International: higher cohort rates (NTU publishes faculty fee bands).",Yes (NTU scholarships & college awards).,3,admissions; A-levels/IB/Polytechnic diplomas for local applicants considered,No,IELTS / TOEFL minima for international applicants.,Strong maths & programming preparation; co-op/internship options available.,https://www.ntu.edu.sg/admissions/undergraduate-programmes,“NTU undergraduate programmes and fee guidance.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
165,Nanyang Technological University,Singapore,Singapore,QS #11,Engineering,BEng Electrical & Electronic Engineering,Campus,4 years,Subsidised local & international cohort fee bands per NTU fees page.,Yes (College of Engineering scholarships; Dean’s awards).,3,; strong maths & physics background,No,IELTS/TOEFL for internationals.,Accredited engineering curriculum; lab & design projects.,https://www.ntu.edu.sg/admissions/undergraduate-programmes,“NTU College of Engineering undergraduate offerings.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
166,Nanyang Technological University,Singapore,Singapore,QS #11,Engineering,Mechanical Engineering (BEng),Campus,4 years,Subsidised & international cohort fee bands per NTU fees page.,Yes (faculty & departmental scholarships).,3,; math/physics pre-reqs expected,No,English proficiency tests for internationals (IELTS/TOEFL).,Capstone design work; industry links; accreditation information on programme page.,https://www.ntu.edu.sg/engineering/programmes/undergraduate,“NTU engineering undergraduate programmes.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
167,Nanyang Technological University,Singapore,Singapore,QS #11,Engineering,Civil Engineering (BEng),Campus,4 years,Subsidised & international cohort fee bands per NTU fees page.,"Yes (College scholarships, external awards).",3,; prerequisites in maths & sciences,No,IELTS/TOEFL for internationals.,Fieldwork and design modules; accreditation noted on department pages.,https://www.ntu.edu.sg/engineering/programmes/undergraduate,“Civil engineering UG programmes and accreditation notes.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
168,Nanyang Technological University,Singapore,Singapore,QS #11,Engineering,Chemical & Biomolecular Eng (BEng),Campus,4 years,Subsidised & international cohort fee bands per NTU fees page.,Yes (college & departmental scholarships).,3,; chemistry & maths prerequisites,No,English proficiency tests for internationals.,Process engineering labs & accreditation.,https://www.ntu.edu.sg/engineering/programmes/undergraduate,“Chemical and biomolecular engineering degree details.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
169,Nanyang Technological University,Singapore,Singapore,QS #11,Engineering,Computer Engineering & Business (double / combined options),Campus,4 years,Subsidised & international cohort fee bands per NTU.,Yes (NTU & NBS scholarships).,3,Highly  entry; combined degree entry rules apply,No,International English proficiency requirements apply.,Interdisciplinary programme combining computing & business modules.,https://www.ntu.edu.sg/,“NTU offers joint/composite programmes across colleges.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
170,Nanyang Technological University,Singapore,Singapore,QS #11,IT,Data Science & Artificial Intelligence (BSc / specialisations),Campus,3–4 years,Subsidised & international cohort fee bands per NTU.,Yes (college & faculty awards).,3,; strong maths & computing background,No,IELTS/TOEFL for international applicants.,Specialist AI & data modules with industry projects.,https://www.ntu.edu.sg/admissions/undergraduate-programmes,“NTU computing & data science programmes.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
171,Nanyang Technological University,Singapore,Singapore,QS #11,Business,Nanyang Business School undergraduate / Accountancy & Business options,Campus,3–4 years,Subsidised & international fee bands (NBS / NTU tables).,Yes (NBS scholarships & merit awards).,3,; entry via A-levels/IB/polytechnic streaming rules,No,English proficiency required for internationals.,"Business majors include accountancy, finance, analytics; placement & internships common.",https://www.ntu.edu.sg/admissions/undergraduate-programmes,“NTU Nanyang Business School undergraduate offerings.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
172,Nanyang Technological University,Singapore,Singapore,QS #11,Medicine,BEng Biomedical Engineering,Campus,4 years,Subsidised & international cohort fee bands per NTU.,Yes (faculty scholarships & research awards).,3,; strong science & maths prep,No,International English test minima apply.,"Biomedical modules, lab experience and clinical links.",https://www.ntu.edu.sg/engineering/programmes/undergraduate,“Biomedical engineering and related UG programmes at NTU.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
173,Singapore Management University,Singapore,Singapore,QS #471-480,Business,Bachelor of Business Administration (BBA) / Business programmes,Campus,4 years,"Annual subsidised fees for some programmes listed ~SGD 11,500 (subsidised band) ; Non-subsidised / Intl bands higher (SMU publishes fee tables).",Yes (SMU scholarships; financial aid; merit & need-based awards),3,; SMU uses school-specific entry criteria (strong academic standing required),No,International applicants: IELTS/TOEFL as per SMU admissions.,"SMU campus emphasizes small-class seminars, internships and capstone projects.",https://admissions.smu.edu.sg/financial-matters/tuition-fees-grant,“SMU publishes tuition fee & grant schedules and scholarship info.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
174,Singapore Management University,Singapore,Singapore,QS #471-480,IT,BSc Computer Science / Computing & Law / Software Engineering,Campus,3–4 years,SMU fee bands (subsidised vs non-subsidised) apply; see SMU fee pages.,Yes (SMU merit scholarships & school awards),3,; program-specific entry requirements apply,No,English proficiency test requirements for international students (IELTS/TOEFL).,"Programs include strong industry placements, professional skills and practicum.",https://www.smu.edu.sg/,“SMU programme and fees information.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
175,Singapore Management University,Singapore,Singapore,QS #471-480,IT,BSc Information Systems / Information Systems & Technology,Campus,3–4 years,SMU subsidy & non-subsidy fee bands (see SMU website).,Yes (departmental and uni scholarships).,3,major progression criteria (school thresholds apply),No,English proficiency tests for international students.,Integration of IT & business processes; internships & industry projects.,https://admissions.smu.edu.sg/,“SMU admissions & programme pages.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
176,Singapore Management University,Singapore,Singapore,QS #471-480,Business,Business Analytics / BBA Analytics specialisation,Campus,3–4 years,SMU fees per year by cohort; international rates higher.,Yes (merit scholarships & program awards).,3,; analytic aptitude & academic record expected,No,English proficiency for non-native speakers.,"Strong emphasis on casework, analytics labs & industry capstones.",https://admissions.smu.edu.sg/financial-matters/tuition-fees-grant,“SMU publishes tuition fees and offers scholarship schemes.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
177,Singapore Management University,Singapore,Singapore,QS #471-480,Business,Bachelor of Accountancy / BAcc,Campus,4 years,SMU fee bands; subsidised & non-subsidised rates apply.,Yes (BAcc scholarships; accounting school awards).,3,; program-specific entry prerequisites for BAcc,No,IELTS/TOEFL requirements for international applicants.,Professional pathways (CA/CPA prep) and strong internship links.,https://admissions.smu.edu.sg/financial-matters/tuition-fees-grant,“SMU tuition & scholarship information.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
178,Singapore Management University,Singapore,Singapore,QS #471-480,Business,BBA / Finance specialisation,Campus,3–4 years,SMU published fee bands (see admissions/finance pages),Yes (merit scholarships & industry-funded awards),3,; strong quantitative background recommended,No,English proficiency required for international students.,"Placements, internships & industry mentoring central to SMU programmes.",https://www.smu.edu.sg/,“SMU programme and admissions info.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
179,Singapore Management University,Singapore,Singapore,QS #471-480,IT,BSc Computing & Law,Campus,4 years,SMU fee bands apply; international tuition higher than subsidised rates.,Yes (SMU scholarships & school-level awards).,3,entry; may require specific A-levels/IB subjects,No,IELTS/TOEFL for international applicants.,Interdisciplinary joint degrees with professional focus.,https://www.smu.edu.sg/,“SMU offers interdisciplinary undergraduate degrees and scholarships.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
180,Singapore Management University,Singapore,Singapore,QS #471-480,IT,BSc Information Systems (Software Engineering option),Campus,3–4 years,SMU fee schedules (subsidised & non-subsidised).,Yes (school scholarships & bursaries).,3,required for progression in some majors,No,English proficiency tests for internationals.,"Emphasis on software engineering, systems analysis and industry practicum.",https://admissions.smu.edu.sg/financial-matters/tuition-fees-grant,“SMU tuition & financial matters.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
181,Singapore Management University,Singapore,Singapore,QS #471-480,IT,Business & Information Systems double/tracks (various BBA options),Campus,3–4 years,SMU annual fees per cohort (see SMU tuition pages).,Yes (SMU & external scholarships).,3,; program-specific entry rules,No,International students must meet English proficiency requirements.,"Industry-linked curriculum, internships and capstone projects.",https://admissions.smu.edu.sg/,“SMU admissions & programme information.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
182,Singapore Management University,Singapore,Singapore,QS #471-480,Medicine,Health Services Management & Policy / related BSc options,Campus,3–4 years,SMU cohort fee bands apply.,Yes (merit & need-based aid).,3,Program-specific admission thresholds,No,IELTS/TOEFL for internationals.,"Interdisciplinary health management curriculum, internship components.",https://www.smu.edu.sg/,“SMU undergraduate programmes and scholarships.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
183,Singapore University of Technology and Design,Singapore,Singapore,QS #201-250 (subject to source),Engineering,BEng / BDes Engineering Systems & Design / SUTD tracks,Campus,4 years,"Subsidised fees (SC): ~S$13,200–14,900/yr (varies by cohort) ; International: ~S$28,000–33,000+/yr (SUTD publishes per-year tuition tables).",Yes (SUTD scholarships & financial aid; MOE Tuition Grant for eligible locals).,3,entry; strong maths & physics / design aptitude recommended,No,IELTS / TOEFL minima for international applicants.,Design-centric engineering education with project studio pedagogy and design labs.,https://www.sutd.edu.sg/admissions/undergraduate/education-expenses/fees/tuition-fees/,“SUTD tuition fees (subsidised & international) and financial estimates.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
184,Singapore University of Technology and Design,Singapore,Singapore,QS #201-250,Engineering,Engineering Product Development / Engineering Systems (BEng/BDes),Campus,4 years,Subsidised & international tuition per SUTD fee tables.,"Yes (SUTD scholarships, bursaries & MOE grants).",3,; portfolio or subject prerequisites may apply for design routes,No,IELTS/TOEFL for internationals.,Studio-based pedagogy; collaborative design projects and industry mentorship.,https://www.sutd.edu.sg/,“SUTD publishes tuition details and financial support info.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
185,Singapore University of Technology and Design,Singapore,Singapore,QS #201-250,IT,Information Systems & Computer Science options (SUTD),Campus,4 years,Subsidised & international fees per SUTD.,Yes (scholarships & faculty awards).,3,; strong coding & maths background recommended,No,International English proficiency requirements apply.,"Emphasis on computational design, software systems and creative problem solving.",https://www.sutd.edu.sg/,“SUTD programme listings and tuition info.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
186,Singapore University of Technology and Design,Singapore,Singapore,QS #201-250,Engineering,Architecture & Sustainable Design (BDes / Architecture track),Campus,4 years,Subsidised & international fee bands (see SUTD fees).,Yes (SUTD scholarships & design awards).,3,; portfolio and subject prerequisites may be required,No,IELTS/TOEFL for non-native English applicants.,"Studio practice, sustainability and design research components.",https://www.sutd.edu.sg/admissions/undergraduate/education-expenses/fees/tuition-fees/,“SUTD publishes fee schedules and financial estimates.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
187,Singapore University of Technology and Design,Singapore,Singapore,QS #201-250,Engineering,Mechatronics & Robotics / Engineering Systems,Campus,4 years,SUTD subsidised & international tuition bands.,Yes (scholarships & research awards).,3,; strong maths & physics prep advised,No,English proficiency per SUTD requirements.,"Hands-on labs, robotics projects & capstone design.",https://www.sutd.edu.sg/,“SUTD degree structure and financial info.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
188,Singapore University of Technology and Design,Singapore,Singapore,QS #201-250,IT,Computer Engineering / Electronics tracks (undergrad),Campus,4 years,SUTD published subsidised & international fee tables.,Yes (scholarships & bursaries).,3,; math/physics pre-reqs recommended,No,IELTS/TOEFL for international students.,"Strong hardware-software integration, labs and projects.",https://www.sutd.edu.sg/,“SUTD tuition & programme listings.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
189,Singapore University of Technology and Design,Singapore,Singapore,QS #201-250,IT,Data Science & AI related undergraduate options,Campus,4 years,SUTD fee bands per year (subsidised vs international).,Yes (scholarships & industry awards).,3,; strong quantitative background needed,No,English proficiency for internationals.,"Interdisciplinary modules across computing, design and analytics.",https://www.sutd.edu.sg/,“SUTD financial and programme information.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
190,Singapore University of Technology and Design,Singapore,Singapore,QS #201-250,Engineering,Engineering & Management combination degrees (options & minors),Campus,4 years,SUTD tuition bands per cohort.,Yes (scholarships & faculty support).,3,; entry requirements vary by pathway,No,IELTS/TOEFL for internationals.,Combined tech + management modules; industrial placements & capstones.,https://www.sutd.edu.sg/,“SUTD programmes and financial guidance.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
191,Singapore Institute of Technology,Singapore,Singapore,QS #1001-1200 (applied focus),Engineering,BEng (Hons) Mechanical / Electrical / Civil — SIT partner-degree routes,Campus / Practice-based,3–4 years (depending on partner university),Subsidised (local) tuition rates per SIT tables (significantly subsidised) ; International cohort fees higher — see SIT fees page.,"Yes (SIT scholarships, government tuition grant scheme for eligible locals, bursaries).",3,Entry varies by route: direct entry from local qualifications or advanced standing from polytechnic diplomas;  for honours streams,No,English proficiency: IELTS/TOEFL per SIT admissions for internationals.,Practice-focused degrees with industry attachments; many degrees delivered with overseas university partners (top-up / honours).,https://www.singaporetech.edu.sg/admissions/undergraduate/tuition-fees,“SIT tuition fees and MOE Tuition Grant information.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
192,Singapore Institute of Technology,Singapore,Singapore,QS #1001-1200,IT,BSc (Hons) Computing / Software Engineering (partner universities),Campus / applied,3–4 years,SIT subsidised & international fees per SIT page.,Yes (SIT scholarships & partner university awards).,3,Entry often via polytechnic diploma or direct entry guidelines;  honours progression,No,International English proficiency tests required for non-native speakers.,"Applied curriculum with strong industry capstone, workplace study and specialist labs.",https://www.singaporetech.edu.sg/admissions/undergraduate/tuition-fees,“SIT publishes tuition and financial support; applied degree focus.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
193,Singapore Institute of Technology,Singapore,Singapore,QS #1001-1200,IT,BSc Data Analytics / Information & Network Security (partner degrees),Campus / applied,3–4 years,SIT fee tables (subsidised vs non-subsidised) apply.,Yes (SIT scholarships; MOE Tuition Grant for eligible locals).,3,Entry by diploma/qualifications (polytechnic routes common),Yes,"Industry-oriented modules, work-study & capstone projects with partner universities.",https://www.singaporetech.edu.sg/,“SIT course listings and tuition fees.”,02/10/2025,,TOEFL iBT 80 / IELTS 6.5,7
194,Singapore Institute of Technology,Singapore,Singapore,QS #1001-1200,Medicine,Bachelor of Science (Nursing) / Allied Health (applied),Campus / applied,3–4 years,SIT tuition bands per cohort; professional fees may apply for clinical placements.,Yes (SIT & healthcare partner scholarships; government grants for eligible locals).,3,Program prerequisites and  entry; some are second-entry from diploma,No,English proficiency tests for internationals.,Extensive clinical placements; accreditation & professional registration pathways.,https://www.singaporetech.edu.sg/,“SIT emphasises applied learning and partner-awarded degrees.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
195,Singapore Institute of Technology,Singapore,Singapore,QS #1001-1200,Engineering,Aerospace / Avionics partner-degree programmes (BEng/Hons),Campus / applied,3–4 years,SIT subsidised & international fee bands.,Yes (SIT scholarships & partner awards).,3,Entry usually from polytechnic diplomas or equivalent,No,English proficiency for international applicants.,Industry placements and applied labs; partner university accreditation.,https://www.singaporetech.edu.sg/,“SIT partner-degree programmes and tuition details.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
196,Singapore Institute of Technology,Singapore,Singapore,QS #1001-1200,Business,"Bachelor (Hons) in Supply Chain, Business Analytics / Information Systems (partner degrees)",Campus / applied,3–4 years,SIT fee table (subsidised vs non-subsidised).,Yes (SIT & industry scholarships).,3,Entry via diplomas or equivalent with  progression to honours,No,IELTS/TOEFL if required for international students.,Strong industry integration and applied project work with companies.,https://www.singaporetech.edu.sg/,“SIT emphasises applied learning and partner-awarded degrees.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
197,Singapore Institute of Technology,Singapore,Singapore,QS #1001-1200,Engineering,Chemical & Process Engineering (BEng partner-degree),Campus / applied,3–4 years,SIT published tuition & grant info (see SIT fees page).,Yes (faculty & partner scholarships; MOE grant for eligible locals).,3,Entry via diploma or other routes; academic prerequisites depend on partner,No,Applied labs & cooperative placements; partner university accreditation.,https://www.singaporetech.edu.sg/,“SIT tuition and partner-degree programme info.”,02/10/2025,,TOEFL iBT 80 / IELTS 6.5,7
198,Chulalongkorn University,Thailand,Bangkok,QS #229,Engineering,BEng Civil Engineering,Campus,4 years,"Approx: Thai: ~15,000–60,000 THB/yr | Int’l: varies by group (approx 40,000–200,000 THB/yr)",Yes (university & faculty scholarships; international scholarships listed),3,; admission via CU admission systems / portfolio/prereqs where applicable,No,International programs: TOEFL/IELTS or equivalent (course page specifies),Accredited engineering programme; lab & fieldwork.,https://www.chula.ac.th/en/academics/programs/international-programs/ ,“Chula International School of Engineering… Bachelor of Engineering in …”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
199,Chulalongkorn University,Thailand,Bangkok,QS #229,Engineering,BEng Mechanical Engineering,Campus,4 years,"Approx: Thai: ~15,000–60,000 THB/yr | Int’l: approx 40,000–200,000 THB/yr",Yes (Chula scholarships; faculty & donor awards),3,; strong maths & physics background recommended,No,TOEFL/IELTS minima for international programmes,Strong lab & design project requirements.,https://www.chula.ac.th/en/academics/programs/international-programs/ ,“International engineering programmes and degree descriptions…”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
200,Chulalongkorn University,Thailand,Bangkok,QS #229,Engineering,BEng Electrical & Electronic Engineering,Campus,4 years,"Approx: Thai: ~15,000–60,000 THB/yr | Int’l: approx 40,000–200,000 THB/yr",Yes (faculty & departmental awards; merit scholarships),3,; maths & physics prerequisites,No,English proficiency for international students (TOEFL/IELTS),Accredited coursework; lab & project work.,https://www.chula.ac.th/en/academics/programs/international-programs/ ,“Chula ISE and electrical engineering programme information…”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
201,Chulalongkorn University,Thailand,Bangkok,QS #229,IT,BSc Computer Science (International Program),Campus,4 years,"Approx: Thai: ~15,000–60,000 THB/yr | Int’l: approx 40,000–200,000 THB/yr",Yes (university scholarships; Chula merit & need-based awards),3,; programming & maths prep recommended,No,TOEFL/IELTS (programme page specifies),"Strong computing labs, project-based learning & internship options.",https://www.chula.ac.th/en/academics/programs/international-programs/ ,“International programs include Information & Communication Engineering and computing options.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
202,Chulalongkorn University,Thailand,Bangkok,QS #229,Medicine,BS Biomedical Engineering / Medical Engineering,Campus,4 years,"Approx: Thai: ~15,000–60,000 THB/yr | Int’l: approx 40,000–200,000 THB/yr",Yes (faculty & research scholarships),3,; science prereqs expected,No,English proficiency for international track,Interdisciplinary with life-science projects & lab placements.,https://www.chula.ac.th/en/academics/programs/international-programs/ ,“Biomedical / medical engineering and interdisciplinary tracks …”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
203,Chulalongkorn University,Thailand,Bangkok,QS #229,Medicine,BPharm (Faculty of Pharmaceutical Sciences),Campus,4–6 years depending on route,Approx: Thai: faculty-group fees per Chula tuition table; Int’l higher,Yes (faculty & university scholarships; named awards),3,; chemistry & biology prerequisites,No,English proficiency for international applicants,Clinical placements and professional registration requirements.,https://www.chula.ac.th/en/academics/programs/international-programs/ ,“Scholarship listings and faculty programme notes.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
204,Chulalongkorn University,Thailand,Bangkok,QS #229,Business,BBA / Commerce (Business Administration),Campus,4 years,"Approx: Thai: ~15,000–60,000 THB/yr | Int’l: approx 40,000–200,000 THB/yr",Yes (Chula scholarships; faculty & donor awards),3,; good academic record required,No,English proficiency for international programmes,Internship & exchange opportunities; honours tracks possible.,https://www.chula.ac.th/en/academics/programs/international-programs/ ,“Business & economics international programmes listed …”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
205,Chulalongkorn University,Thailand,Bangkok,QS #229,IT,BSc Data Science / Information Systems,Campus,4 years,"Approx: Thai: ~15,000–60,000 THB/yr | Int’l: approx 40,000–200,000 THB/yr",Yes (university & department scholarships),3,; maths & statistics background helpful,No,TOEFL/IELTS for international applicants,"Applied data modules, research & industry links.",https://www.chula.ac.th/en/academics/programs/international-programs/ ,“Data science and computing courses available in international catalogue.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
206,Chulalongkorn University,Thailand,Bangkok,QS #229,Engineering,BArch / Architecture (International or regular tracks),Campus,4–5 years,"Approx: Thai: ~15,000–60,000 THB/yr | Int’l: approx 40,000–200,000 THB/yr",Yes (faculty scholarships; portfolio-based awards),3,Portfolio + academic prerequisites typical for architecture admissions,No,English proficiency for international applicants,Studio-based curriculum; design portfolio required at entry.,https://www.chula.ac.th/en/academics/programs/international-programs/ ,“Architecture and creative programmes listed in international programme pages.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
207,Chulalongkorn University,Thailand,Bangkok,QS #229,Medicine,BS Nursing Science (International/regular),Campus,4 years,"Approx: Thai: ~15,000–60,000 THB/yr | Int’l: programme-specific fees higher",Yes (faculty & university nursing scholarships),3,; science prerequisites and clinical readiness required,Yes,English proficiency required for international routes,Clinical placements and health clearances required.,https://www.chula.ac.th/en/academics/admissions/scholarships/ ,“Nursing & health scholarships and programme notes.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
208,Mahidol University,Thailand,Bangkok,QS #358,Medicine,Doctor of Medicine (MD) / MBBS route (Faculty of Medicine),Campus,6 years (typical Thai medicine pathway),"Approx: Thai (subsidised): varies by faculty; International: examples ~55,000 THB/sem for some international programmes (see faculty pages)",Yes (Mahidol scholarships; faculty & donor funds),3,Extremely ; high academic thresholds and faculty-specific admissions tests,No,English proficiency for some international tracks; many programmes conducted in Thai,Clinical placements & professional registration; selection interviews & health checks.,https://op.mahidol.ac.th/ir/undergrad-en/ :,"“Some international programmes list tuition 55,000 THB/semester (example faculty page).”",02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
209,Mahidol University,Thailand,Bangkok,QS #358,Medicine,BSc Nursing (Faculty of Nursing),Campus,4 years,Approx: Thai: lower subsidised fees; Int’l: higher (see MUIC & faculty pages),Yes (faculty & university scholarships; MUIC scholarships listed),3,; science prerequisites and selection criteria apply,No,TOEFL/IELTS for international streams; Thai proficiency for Thai-taught routes,Clinical practicum & placements; some international collaborative routes available.,https://ns.mahidol.ac.th/nurse_en/stu_service.html ,“Mahidol nursing support and scholarship information; MUIC tuition pages show per-semester examples.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
210,Mahidol University,Thailand,Bangkok,QS #358,Medicine,BPharm (Faculty of Pharmacy),Campus,4–6 years depending on curriculum,"Approx: Thai subsidised rates; Int’l: programme pages list semester rates (example 55,000 THB/sem for select international runs)",Yes (faculty scholarships; donor awards),3,; chemistry & science prerequisites,No,English proficiency for international programmes; Thai for Thai-track routes,Professional placements & accreditation requirements.,https://op.mahidol.ac.th/ir/undergrad-en/ ,“International programme listings & sample tuition are noted on faculty pages.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
211,Mahidol University,Thailand,Bangkok,QS #358,Medicine,BSc Biomedical Science,Campus,3–4 years,Approx: Thai subsidised; Int’l higher (see MUIC/faculty pages),Yes (scholarships and research awards),3,for honours tracks; strong science prerequisites,No,English proficiency for international streams,Research opportunities & lab components; progression to postgraduate/medicine common.,https://www.mahidol.ac.th/en/,“Mahidol University scholarships and research awards outlined on university pages.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
212,Mahidol University,Thailand,Bangkok,QS #358,Medicine,BSc Public Health / Health Science,Campus,4 years,Approx: Thai subsidised; Int’l fees variable (faculty pages),Yes (faculty & university scholarships),3,Entry requirements vary;  for international seats,No,English proficiency for international curricula,Public health placements & community fieldwork.,https://www.mahidol.ac.th/en/,“Mahidol publishes scholarship and programme details for health sciences.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
213,Mahidol University,Thailand,Bangkok,QS #358,IT,BSc Computer Science (Faculty/International tracks),Campus,3–4 years,Approx: Thai subsidised rates; Int’l fees higher (see MUIC & faculty pages),Yes (MUIC & faculty scholarships),3,; maths & computing prep advised,No,TOEFL/IELTS for international streams,Co-op / industry links vary by department.,https://www.mahidol.ac.th/en/,“MUIC and faculty pages list tuition & scholarship support.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
214,Mahidol University,Thailand,Bangkok,QS #358,Engineering,BEng Biomedical Engineering or related,Campus,4 years,Approx: Thai subsidised; Int’l rates apply per programme,Yes (faculty scholarships; donor awards),3,; maths & science prerequisites,No,English proficiency for international tracks,Interdisciplinary with medical/clinical projects.,https://www.mahidol.ac.th/en/,“Mahidol lists scholarships & programme information on faculty pages.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
215,Mahidol University,Thailand,Bangkok,QS #358,Medicine,BS Health Informatics / Data Analytics,Campus,3–4 years,Approx: Thai subsidised; Int’l fees variable (faculty pages),Yes (faculty & uni scholarships),3,; quantitative & IT preparation required,No,English proficiency for international routes,Applied data modules for health sector.,https://www.mahidol.ac.th/en/,“Faculty pages note scholarships and programme options.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
216,Mahidol University,Thailand,Bangkok,QS #358,Business,BBA / Commerce options,Campus,3–4 years,Approx: Thai subsidised rates; Int’l program fees per MUIC pages,Yes (MU scholarships & MUIC awards),3,; admission criteria vary by faculty,No,English proficiency for MUIC/international cohorts,Internship & placement opportunities in business faculties.,https://muic.mahidol.ac.th/eng/admissions/fees-and-costs/undergraduate-tuition-fees/ ,“MUIC tuition & fees per credit examples and scholarship listings.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
217,Thammasat University,Thailand,Pathum Thani / Bangkok,QS #551,Business,BBA Business Administration,Campus,4 years,"Approx: Thai subsidised ~6,000–40,000 THB/yr (varies by programme) | Int’l bands higher",Yes (TU scholarships; SIIT & international scholarships),3,; many programmes require pre-major study and  thresholds,No,English proficiency (for international college tracks / SIIT: IELTS/TOEFL),Strong internship & industry placement components for business courses.,https://tu.ac.th/en/study ,“Thammasat offers scholarships and fees information; SIIT docs show scholarship types.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
218,Thammasat University,Thailand,Pathum Thani / Bangkok,QS #551,IT,BSc Computer Science / Software Engineering (International College & Faculties),Campus,3–4 years,"Approx: Thai subsidised; special programme fees (e.g., Software Engineering listed at program-level in TU tables ~40,000 THB figures)",Yes (faculty & TU scholarships; SIIT full/half scholarships listed in docs),3,; impaction/streaming may apply for some majors,No,English proficiency for international tracks; Thai for Thai-taught routes,Applied labs & software engineering projects; some programs are impacted.,https://tu.ac.th/en/study ,“SIIT scholarship PDF details full/half scholarships for selected programmes.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
